,NMDGF,sample_year,NK,taxon_name,intermediate,sex,uncertain_sex,bursa,length_mm_1,length_mm_2,length_mm_3,anterior_width,poserior_width,width_2nd_curve,width_straight_mdpt,mass_trachea+syrinx,segment_count1,segment_count2,taxon.name,tail,wing.chord,anterior.culmen,posterior.culmen,tarsus,data.origin,mass,width_1st_curve,mean_trachea_length,segment_count_mean,County,Date,Age,trachea.diameter,segment_width,prop_trachea,log_mass,mass13,log_mtl,sus,BMI.tars,BMI.trach,BMI.wing,glottis_opening_length,larynx_width,brochus_width,syrnix_length_middle
189,31,2022,283503,Antigone canadensis canadensis,Y,M,0,N,680,676,678,16.81,10.12,10.28,10.42,16.1,303,298,NA,NA,NA,NA,NA,NA,MSB,4600,11.9,678,300.5,NA,NA,NA,NA,2.275167785,0.147391304,3.662757832,16.63103499,2.831229694,sus,NA,1.0507218,NA,13.62,14.83,14.14,3.47
190,59,2022,283508,Antigone canadensis canadensis,NA,F,0,N,573,574,568,13.38,8.91,9.89,8.43,9.9,269,272,NA,NA,NA,NA,NA,NA,MSB,3400,9.1,571.6666667,270.5,NA,NA,NA,NA,2.101715686,0.168137255,3.531478917,15.03694596,2.75714287,chill,NA,1.092401975,NA,10.69,11.03,12.28,2.44
191,62,2022,283510,Antigone canadensis canadensis,NA,M,0,N,643,641,644,15.24,9.56,8.48,8.22,12.9,290,292,NA,NA,NA,NA,NA,NA,MSB,3450,9.29,642.6666667,291,NA,NA,NA,NA,2.200913242,0.186280193,3.537819095,15.11029808,2.807985775,chill,NA,0.877075227,NA,,,,
192,63,2022,283511,Antigone canadensis canadensis,NA,F,0,N,562,563,561,12.02,9.87,9.56,8.81,13.5,273,285,NA,NA,NA,NA,NA,NA,MSB,3400,10.47,562,279,NA,NA,NA,NA,1.971929825,0.165294118,3.531478917,15.03694596,2.749736316,chill,NA,1.130304834,NA,9.82,11.93,13.71,2.15
193,5,2022,283516,Antigone canadensis tabida,NA,F,0,N,542,542,533,14.2,9.3,10.2,9.7,10.2,264,259,NA,NA,NA,NA,NA,NA,MSB,4100,10.4,539,261.5,NA,NA,NA,NA,2.081081081,0.131463415,3.612783857,16.00520664,2.731588765,chill,NA,1.481820591,NA,13.39,12.85,12.85,2.76
194,89,2022,283523,Antigone canadensis canadensis,NA,F,0,Y,523,525,514,11.9,8.7,9.5,8.1,8.3,283,290,NA,NA,NA,NA,NA,NA,MSB,3200,9.4,520.6666667,286.5,NA,NA,NA,NA,1.795402299,0.162708333,3.505149978,14.73612599,2.716559775,sus,NA,1.239423504,NA,,,,
195,96,2022,283524,Antigone canadensis canadensis,NA,F,0,N,570,575,578,11.8,8.8,9.6,8.5,11.8,281,286,NA,NA,NA,NA,NA,NA,MSB,3150,10.4,574.3333333,283.5,NA,NA,NA,NA,2.008158508,0.182328042,3.498310554,14.65897209,2.759164023,chill,NA,1.00270183,NA,9.73,11.26,12.73,2.64
196,97,2022,283525,Antigone canadensis canadensis,NA,F,0,N,558,555,556,10.9,7.4,8.6,9,NA,281,286,NA,NA,NA,NA,NA,NA,MSB,2950,9.3,556.3333333,283.5,NA,NA,NA,NA,1.945221445,0.188587571,3.469822016,14.34192142,2.745335082,chill,NA,1.000785838,NA,,,,
197,107,2022,283527,Antigone canadensis canadensis,NA,M,0,N,710,715,706,15.4,10.1,10.4,8.8,17.4,294,297,NA,NA,NA,NA,NA,NA,MSB,3550,10.8,710.3333333,295.5,NA,NA,NA,NA,2.391694725,0.200093897,3.550228353,15.25490302,2.851462195,chill,NA,0.738742802,NA,,,,
198,NA,2022,283530,Antigone canadensis canadensis,NA,F,0,N,508,515,509,12.9,9.3,9.1,7.9,7.8,290,298,NA,NA,NA,NA,NA,NA,MSB,2775,8.2,510.6666667,294,NA,NA,NA,NA,1.713646532,0.184024024,3.443262987,14.05252379,2.708137511,chill,NA,1.117319209,NA,,,,
202,5,2022,283531,Antigone canadensis canadensis,NA,M,0,N,685,689,677,13.96,10.02,11.86,9.08,15.9,301,305,Antigone canadensis canadensis,185,440,67.41,80,190,MSB,3800,10.66,683.6666667,303,NA,NA,NA,NA,2.241530055,0.179912281,3.579783597,15.60490751,2.834844406,chill,11.05263158,0.853658334,2.060950413,12.03,12.6,13.04,
212,6,2022,283532,Antigone canadensis tabida,NA,F,0,N,634,633,640,14.66,10.53,10.73,9.87,17,272,275,Antigone canadensis tabida,180,520,75.77,91.11,220,MSB,5050,11.75,635.6666667,273.5,NA,NA,NA,NA,2.311515152,0.125874587,3.703291378,17.15656972,2.803229438,chill,10.95557851,1.31226577,1.960983728,10.81,12.93,14,
214,11,2022,283533,Antigone canadensis canadensis,NA,M,0,Y,588,591,596,14.68,9.57,10.63,9.4,13,313,305,Antigone canadensis canadensis,157,497,59.18,72.37,185,MSB,3600,9.64,591.6666667,309,NA,NA,NA,NA,1.93989071,0.164351852,3.556302501,15.32618865,2.772077103,chill,11.04455807,1.079785757,1.530308612,14.39,13.57,13.36,
204,15,2022,283534,Antigone canadensis canadensis,NA,M,0,N,645,644,664,15.23,10.37,10.74,8.9,12.7,313,317,Antigone canadensis canadensis,153,485,68.24,82.65,198,MSB,3800,9.7,651,315,NA,NA,NA,NA,2.05362776,0.171315789,3.579783597,15.60490751,2.813580989,chill,10.1775329,0.94147961,1.696248273,13.24,13.09,13.23,
207,16,2022,283535,Antigone canadensis canadensis,NA,F,0,NA,574,585,581,12.53,8.26,8.58,6.91,10.8,245,243,Antigone canadensis canadensis,150,455,53.59,56.97,195,MSB,3100,8.9,580,244,NA,NA,NA,NA,2.386831276,0.187096774,3.491361694,14.58099736,2.763427994,chill,8.560157791,0.967598098,1.57227388,9.82,11.34,10.67,2.67
208,23,2022,283536,Antigone canadensis canadensis,Y,M,0,N,675,683,674,13.18,10.05,9.8,9.52,13.3,309,318,Antigone canadensis canadensis,175,480,60.33,69.55,195,MSB,4150,10.44,677.3333333,313.5,NA,NA,NA,NA,2.129979036,0.163212851,3.618048097,16.07000575,2.830802449,chill,11.45956607,0.949800728,1.891276042,13.8,11.34,13.74,
201,25,2022,283537,Antigone canadensis canadensis,NA,M,0,N,666,664,659,14.67,9.48,9.74,9.6,14.5,303,304,Antigone canadensis canadensis,180,495,58.12,65.14,180,MSB,3900,8.8,663,303.5,NA,NA,NA,NA,2.180921053,0.17,3.591064607,15.74060917,2.821513528,chill,12.63888889,0.931594357,1.671258035,11.81,12.76,12.61,
209,26,2022,283538,Antigone canadensis canadensis,NA,F,0,N,596,606,598,12.36,8.45,8.67,7.65,13.3,296,280,Antigone canadensis canadensis,175,475,50.17,62.95,175,MSB,3350,9.02,600,288,NA,NA,NA,NA,2.142857143,0.179104478,3.525044807,14.96287114,2.77815125,chill,11.48571429,0.977083333,1.55900277,10.43,12.22,11.21,
203,28,2022,283539,Antigone canadensis canadensis,NA,M,0,Y,582,589,581,13.74,9.95,9.73,8.65,9.5,309,314,Antigone canadensis canadensis,150,460,60.61,75.2,160,MSB,3300,9.59,584,311.5,NA,NA,NA,NA,1.859872611,0.176969697,3.51851394,14.88805553,2.766412847,chill,13.53515625,1.015962188,1.637523629,13.07,12.72,13.51,
206,27,2022,283540,Antigone canadensis canadensis,NA,F,0,N,514,524,518,11.82,8.63,9.67,9.11,9.7,276,270,Antigone canadensis canadensis,150,460,54.86,66.88,170,MSB,3050,9.78,518.6666667,273,NA,NA,NA,NA,1.920987654,0.170054645,3.484299839,14.50217962,2.714888338,chill,11.08131488,1.190453572,1.513468809,13.64,10.69,11.98,
205,29,2022,283541,Antigone canadensis canadensis,NA,F,0,N,552,558,555,14.4,9.11,9.97,8.16,11.4,276,273,Antigone canadensis canadensis,150,460,58.48,71.29,180,MSB,3030,9.21,555,274.5,NA,NA,NA,NA,2.032967033,0.183168317,3.481442629,14.47041132,2.744292983,chill,9.819444444,1.032870709,1.503544423,9.6,11.72,11.27,2.33
210,48,2022,283542,Antigone canadensis canadensis,Y,M,0,NA,668,665,667,15.31,9.2,10.34,8.58,13.8,296,306,Antigone canadensis canadensis,NA,NA,NA,NA,NA,MSB,NA,10.22,666.6666667,301,NA,NA,NA,NA,2.178649237,NA,NA,NA,2.823908741,NA,NA,NA,NA,,,,
200,72,2022,283543,Antigone canadensis canadensis,NA,F,0,N,601,596,603,11.64,9.34,9.95,7.6,13.3,302,304,Antigone canadensis canadensis,165,472,57.99,74.38,NA,MSB,3300,9.06,600,303,NA,NA,NA,NA,1.973684211,0.181818182,3.51851394,14.88805553,2.77815125,chill,NA,0.9625,1.555318156,9.21,10.21,12.75,2.7
199,73,2022,283544,Antigone canadensis canadensis,NA,M,1,N,671,678,675,12.92,9.87,11.66,9.18,15,315,318,Antigone canadensis canadensis,180,475,59.75,72,195,MSB,3700,10.92,674.6666667,316.5,NA,NA,NA,NA,2.121593291,0.182342342,3.568201724,15.46680374,2.829089253,chill,10.21696252,0.853517669,1.721883657,12.31,13.35,12.52,
211,74,2022,283545,Antigone canadensis canadensis,NA,M,0,N,638,639,632,13.17,9.91,10.41,8.72,9.6,285,296,Antigone canadensis canadensis,177,460,56.57,67.35,185,MSB,3500,10.29,636.3333333,290.5,NA,NA,NA,NA,2.149774775,0.181809524,3.544068044,15.18294486,2.803684674,chill,10.73776479,0.907586435,1.736767486,10.5,11.96,13.13,
213,75,2022,283546,Antigone canadensis canadensis,NA,M,0,N,627,630,623,14.08,8.89,9.37,8.74,11.9,295,291,Antigone canadensis canadensis,170,495,56.42,73.47,175,MSB,3600,9.82,626.6666667,293,NA,NA,NA,NA,2.1534937,0.174074074,3.556302501,15.32618865,2.797036595,chill,12.34285714,0.962539611,1.542699725,12.12,12.36,11.74,
,,,284306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.45,10.94,12.4,2.69
